Reward
881.82996
888.85693
883.2267
740.15765
867.3985
422.79245
572.73987
893.3849
871.64026
917.8018
514.8613
875.86743
879.4569
878.7342
889.55695
722.1459
896.30304
856.8148
491.54407
659.38293
289.9959
875.6183
882.7659
845.65717
665.2829
849.53204
812.7045
844.4497
558.0045
337.90384
841.5229
896.6307
921.20245
890.2028
859.7363
896.5509
888.9811
887.3069
869.2393
601.898
862.4168
863.7781
882.8822
884.1328
912.50195
885.9255
872.13544
869.885
892.52045
893.6384
578.02734
896.64374
872.7049
745.293
875.9534
554.81384
644.6835
673.5849
870.0083
889.3706
876.5991
871.74225
425.07904
805.59375
876.549
567.8814
413.4053
874.44965
822.07684
819.7363
907.3088
869.1848
845.95374
810.8956
862.6964
610.10785
810.57654
896.27875
753.0579
873.2546
920.80615
791.90063
885.9725
878.031
887.8836
826.0665
101.51809
884.85504
879.846
807.65063
879.1043
858.6587
871.434
853.24756
880.0124
887.6198
896.5258
842.4564
740.365
882.21747
