Reward
592.0967741935376
324.6721311475278
534.7468354430257
847.8571428571266
768.9240506329016
463.13953488370714
880.7085020242732
718.9534883720823
790.8024691357872
849.6494464944544
398.1506849314947
456.912568305998
510.96026490065054
552.4164133738518
541.9863013698499
798.6170212765837
421.55629139071664
672.9180887371849
893.3720930232471
713.2706766917171
567.0209059233313
717.6984126983978
835.9210526315652
580.5952380952313
672.8018575851308
724.4444444444327
893.6363636363478
598.5483870967644
568.2653061224377
467.28956228954837
849.805194805178
427.4913494809573
381.19047619046285
394.93288590602776
827.8070175438432
570.480427046251
821.6666666666555
263.8850174215893
734.2682926829165
243.23529411763886
850.3924914675592
433.7769784172516
712.0175438596332
469.3564356435555
495.36144578312087
698.220338983038
820.492957746462
798.1034482758464
414.868421052619
850.5782312925077
828.6641221373942
808.7037037036882
566.5853658536472
775.4318936876977
367.0253164556836
878.1800766283432
829.7311827956855
722.0731707316933
724.7879858657121
600.2380952380872
814.4339622641394
356.72413793102055
700.7317073170603
815.8527131782876
870.9090909090746
565.4477611940152
845.972222222205
640.7859531772436
845.476190476178
771.2207357859368
477.0164609053369
651.7948717948598
509.72972972971775
691.7647058823381
622.4603174603037
587.0809248554759
854.832775919715
52.79874213836865
793.5017421602648
848.462897526487
893.847583643109
496.21621621620403
828.6111111110945
869.9681528662232
701.1165048543553
386.7275747508169
396.6387959866103
450.12635379060197
763.73605947954
851.3087248321988
237.2784810126508
538.8582677165253
695.6976744185981
736.541218637982
852.1365638766399
798.6170212765835
840.2750809061341
814.4488188976258
442.99392097263495
300.1048951048828
